product_id|product_name|category|price
P10927|Few|Kitchen|291.89
P10928|Responsibility|Ability|367.52
P10929|Seat|Standard|49.62
P10930|Soldier|Follow|151.08
P10931|Direction|Miss|375.0
P10932|Significant|Realize|91.94
P10933|Challenge|Suddenly|70.42
P10934|Address|He|272.01
P10935|Character|Yes|485.89
P10936|Course|Democratic|267.77
P10937|Never|Plant|457.18
P10938|Administration|Room|416.08
P10939|Necessary|Cup|132.2
P10940|Of|Moment|413.22
P10941|Money|Cover|243.51
P10942|Worker|Address|404.21
P10943|Black|Movie|374.55
P10944|Enjoy|To|172.66
P10945|College|Personal|62.01
P10946|Type|Finally|481.63
P10947|Bank|Over|74.67
P10948|These|Another|483.42
P10949|Commercial|Able|430.77
P10950|Themselves|Every|363.49
P10951|Statement|Pick|490.07
P10952|Where|Who|483.8
P10953|Tv|Choose|403.27
P10954|Loss|Although|186.06
P10955|Year|Six|396.39
P10956|Nice|Building|11.89
P10957|Walk|Card|270.6
P10958|Put|Control|230.12
P10959|Use|This|338.05
P10960|Work|Throw|337.81
P10961|Full|Support|294.36
P10962|Indicate|Test|412.1
P10963|Force|Marriage|470.44
P10964|Service|Each|58.63
P10965|Series|Investment|120.74
P10966|Candidate|Cut|17.39
P10967|Bed|Others|442.7
P10968|Purpose|Business|282.9
P10969|Performance|Court|458.05
P10970|As|More|114.58
P10971|I|Find|36.29
P10972|Between|Involve|412.81
P10973|Conference|North|455.15
P10974|Nation|Subject|154.58
P10975|Job|Clearly|207.11
P10976|No|Effort|74.19
P10977|Resource|Myself|473.4
P10978|Science|Card|155.66
P10979|Movement|Six|248.85
P10980|Stuff|Industry|53.11
P10981|What|Miss|444.19
P10982|Increase|Right|72.15
P10983|Beautiful|Cover|229.55
P10984|Gas|Usually|336.89
P10985|Film|Treatment|372.85
P10986|Easy|Draw|473.26
P10987|Commercial|Technology|212.47
P10988|Another|Director|372.42
P10989|Lose|Education|81.49
P10990|Especially|Option|210.37
P10991|Over|Decade|54.02
P10992|Democrat|Similar|247.23
P10993|Ball|Environmental|207.02
P10994|Seat|People|476.0
P10995|Hand|Senior|21.19
P10996|Spend|Soldier|188.41
P10997|Say|Memory|224.47
P10998|Help|Final|475.52
P10999|Agree|Agree|428.45
P11000|Successful|Law|54.18
P11001|System|Cost|344.41
P11002|Pass|Computer|274.51
P11003|Easy|Teacher|489.03
P11004|Deep|Others|182.54
P11005|Citizen|Fine|202.08
P11006|Claim|Spend|98.96
P11007|Soldier|After|65.47
P11008|Director|Interview|424.78
P11009|Break|According|230.09
P11010|Serve|Government|333.07
P11011|Indicate|Popular|322.64
P11012|Across|Traditional|300.59
P11013|Support|Them|15.57
P11014|International|Debate|394.46
P11015|One|Actually|125.57
P11016|However|South|67.33
P11017|Figure|Executive|284.47
P11018|Approach|Reach|38.96
P11019|Skill|Section|383.75
P11020|Scene|Religious|107.54
P11021|Who|He|111.9
P11022|Unit|Difficult|435.5
P11023|Anything|Appear|167.64
P11024|New|Book|78.04
P11025|Century|Office|450.76
P11026|Green|Yeah|6.4
P11027|Least|Government|429.91
P11028|Because|He|76.62
P11029|Color|Experience|69.35
P11030|Likely|Data|129.07
P11031|Bad|Full|91.38
P11032|Maintain|Statement|332.22
P11033|Call|Our|17.76
P11034|Book|Employee|12.36
P11035|Short|Born|396.04
P11036|Challenge|Wish|122.78
P11037|Performance|Series|165.27
P11038|School|Article|91.25
P11039|Term|Security|30.94
P11040|Right|Research|372.15
P11041|Room|Station|265.41
P11042|Usually|Them|374.1
P11043|Operation|Seem|240.74
P11044|Team|About|390.12
P11045|Live|Its|259.05
P11046|Event|Former|58.98
P11047|Charge|Card|254.4
P11048|Election|Fill|472.98
P11049|Certain|Event|26.47
P11050|Amount|Race|392.7
P11051|Political|Run|434.16
P11052|Allow|Practice|263.12
P11053|Weight|If|231.73
P11054|Plant|Since|482.19
P11055|Kitchen|So|35.11
P11056|Base|Break|242.1
P11057|Around|Medical|203.8
P11058|Maybe|Happen|344.62
P11059|Property|Central|247.68
P11060|Same|Ten|455.3
P11061|Measure|Entire|41.38
P11062|Understand|Return|44.99
P11063|Statement|Indicate|306.11
P11064|Probably|After|37.51
P11065|Image|Them|141.13
P11066|We|Perhaps|318.37
P11067|Suffer|Thus|276.44
P11068|Concern|Successful|165.97
P11069|Design|Receive|497.34
P11070|School|Best|267.63
P11071|Radio|Traditional|229.59
P11072|Investment|Clearly|304.69
P11073|Life|Bad|54.09
P11074|Room|Keep|352.38
P11075|Degree|Far|427.13
P11076|Right|Try|327.2
P11077|Evening|Nice|385.64
P11078|Business|Worker|361.82
P11079|But|Current|111.44
P11080|Place|Various|228.52
P11081|Small|Network|118.1
P11082|Team|Certain|172.77
P11083|Wind|Policy|229.48
P11084|Well|Floor|210.91
P11085|Democratic|Set|52.07
P11086|Official|Institution|216.25
P11087|Action|Relate|334.23
P11088|Talk|Place|190.28
P11089|Size|State|80.56
P11090|Likely|Well|461.88
P11091|Finally|Could|38.23
P11092|Be|Industry|416.73
P11093|Stock|Or|51.15
P11094|Culture|Become|52.8
P11095|Lead|Pay|370.7
P11096|Color|Other|406.83
P11097|Worry|Show|280.4
P11098|Various|Your|295.3
P11099|Million|Activity|282.99
P11100|Increase|Keep|168.17
P11101|Against|Opportunity|65.5
P11102|Base|Firm|180.03
P11103|Fear|Education|334.34
P11104|Political|Several|376.39
P11105|Participant|War|434.71
P11106|Perhaps|Maintain|361.93
P11107|Group|Deep|484.36
P11108|Management|Station|302.2
P11109|Bar|Media|179.06
P11110|Test|Before|291.07
P11111|White|Leg|110.31
P11112|Throw|Skin|330.08
P11113|Open|Few|116.0
P11114|Expect|Own|58.57
P11115|Method|Certain|423.46
P11116|Box|Quite|186.94
P11117|Unit|Indeed|382.49
P11118|Name|Beyond|289.18
P11119|Total|Commercial|404.57
P11120|East|Develop|423.35
P11121|Father|Four|487.4
P11122|Economic|Stop|410.12
P11123|Cost|Recognize|308.72
P11124|Keep|Value|323.14
P11125|Loss|Machine|18.0
P11126|Could|Such|464.9
P11127|Coach|Human|415.58
P11128|Herself|Culture|137.39
P11129|Candidate|Similar|94.31
P11130|Power|Instead|352.84
P11131|Friend|Value|157.95
P11132|Not|People|173.21
P11133|Question|Occur|8.02
P11134|Carry|Brother|435.58
P11135|Close|Strong|285.33
P11136|Go|Interesting|203.39
P11137|Perform|Politics|75.23
P11138|Song|Tend|318.42
P11139|Gas|Audience|20.18
P11140|Wait|Them|374.33
P11141|Debate|Alone|111.49
P11142|Success|Nor|212.82
P11143|By|Evening|173.74
P11144|Bad|Blue|188.18
P11145|Tax|Building|362.19
P11146|Everyone|Stay|389.53
P11147|Hit|Design|285.96
P11148|Professor|Least|47.05
P11149|Then|Example|31.04
P11150|Toward|Structure|82.92
P11151|Stop|Continue|310.83
P11152|Attack|Feel|338.61
P11153|Individual|Training|139.69
P11154|Interest|Even|332.66
P11155|Increase|World|245.4
P11156|Partner|Piece|223.81
P11157|Value|Theory|140.22
P11158|Live|Gas|378.7
P11159|Form|Add|61.34
P11160|Modern|Reason|217.81
P11161|Order|Public|145.21
P11162|Visit|Account|340.85
P11163|Product|Ago|245.88
P11164|Guess|Because|335.23
P11165|Area|Present|27.48
P11166|Call|Style|200.66
P11167|Lot|To|301.67
P11168|Agent|Game|8.81
P11169|Itself|Reflect|154.2
P11170|Start|Ever|109.56
P11171|Ahead|She|72.93
P11172|Few|Exist|131.48
P11173|Health|Can|167.42
P11174|Several|Or|8.83
P11175|Sea|Top|374.77
P11176|Put|Around|91.97
P11177|Little|Accept|193.2
P11178|Company|Property|353.32
P11179|Bad|Civil|252.63
P11180|Hope|Leave|417.51
P11181|Mention|While|404.07
P11182|Range|Chair|40.68
P11183|Leave|Stuff|431.57
P11184|Process|Training|25.94
P11185|Follow|Alone|14.28
P11186|Project|Tree|460.98
P11187|Become|Carry|431.74
P11188|Instead|Campaign|290.0
P11189|Hot|Many|288.83
P11190|Admit|Finally|356.2
P11191|Lawyer|Politics|211.76
P11192|Sister|Consumer|62.01
P11193|Across|Our|15.32
P11194|Know|Seek|165.76
P11195|Marriage|Light|401.65
P11196|Kitchen|Nearly|310.97
P11197|Body|Receive|416.85
P11198|Particularly|Never|460.29
P11199|Speak|Sea|48.62
P11200|Director|Health|423.02
P11201|Close|Prepare|125.44
P11202|Writer|Energy|296.49
P11203|Before|Entire|264.36
P11204|Organization|Someone|200.9
P11205|Plan|Dinner|158.59
P11206|Usually|None|173.06
P11207|Son|Operation|169.87
P11208|Purpose|Choose|88.23
P11209|Team|Item|257.69
P11210|Level|Other|61.44
P11211|Born|Set|257.43
P11212|Clear|Street|453.43
P11213|House|Senior|177.94
P11214|Her|Service|365.05
P11215|Today|Nature|410.38
P11216|Foreign|Suffer|408.44
P11217|Space|Seek|121.95
P11218|Live|Issue|77.49
P11219|They|Exist|102.65
P11220|For|Public|303.19
P11221|However|Simple|381.31
P11222|Stock|Nature|329.48
P11223|Candidate|Pass|92.69
P11224|Member|Item|387.56
P11225|Seem|Quite|249.59
P11226|Dinner|Site|378.45
P11227|Southern|Decade|381.14
P11228|Drive|Prove|227.21
P11229|Professor|Ball|462.46
P11230|Figure|Agent|284.42
P11231|Yes|Husband|319.47
P11232|Possible|Catch|314.14
P11233|Democrat|Relationship|432.8
P11234|He|American|315.47
P11235|Cut|Our|79.72
P11236|Address|Red|38.8
P11237|Professor|Help|223.89
P11238|Cause|Lose|154.9
P11239|Spend|Structure|140.96
P11240|Citizen|Lead|32.81
P11241|Read|Rest|256.13
P11242|Have|Market|158.65
P11243|Wrong|Call|228.7
P11244|Body|Industry|33.16
P11245|Pick|Movie|416.69
P11246|Nation|Unit|42.98
P11247|Student|Fear|432.8
P11248|Article|Approach|428.37
P11249|Cultural|Dog|309.43
P11250|Authority|But|256.0
P11251|Cold|Religious|234.04
P11252|Guess|Lawyer|279.39
P11253|Between|Show|396.95
P11254|Event|In|448.46
P11255|Behavior|Those|227.62
P11256|Million|Sit|405.86
P11257|Customer|Debate|327.66
P11258|Different|Would|164.16
P11259|Treatment|Site|240.44
P11260|Southern|Sort|79.68
P11261|Sell|Some|35.63
P11262|Expert|Population|56.23
P11263|Mrs|Age|450.07
P11264|Movie|Party|175.0
P11265|Painting|End|358.59
P11266|Nothing|Pay|254.75
P11267|Example|How|90.42
P11268|Remain|Girl|127.63
P11269|Huge|Southern|221.69
P11270|Tell|Spend|222.51
P11271|Although|No|263.76
P11272|Central|Improve|83.58
P11273|Start|Then|189.56
P11274|Six|Agree|145.03
P11275|Still|Administration|207.34
P11276|Network|Production|172.49
P11277|There|Clear|300.95
P11278|Body|Rule|395.67
P11279|Item|Black|325.42
P11280|Foot|Himself|37.63
P11281|Enjoy|Public|51.78
P11282|Mr|Range|340.8
P11283|Expert|Relate|145.65
P11284|Just|Debate|363.25
P11285|Check|Consider|330.0
P11286|Girl|Itself|453.64
P11287|Song|Two|437.27
P11288|Hear|Since|170.01
P11289|Various|Recent|293.46
P11290|Indeed|Look|75.01
P11291|Medical|Matter|178.16
P11292|So|Quality|484.01
P11293|Baby|Fund|350.75
P11294|Again|Effect|199.02
P11295|Size|Might|299.55
P11296|Expect|Three|469.31
P11297|Include|Member|158.24
P11298|Mr|Shoulder|191.46
P11299|Ahead|Over|396.87
P11300|Fund|Stage|407.53
P11301|Show|Onto|336.71
P11302|Machine|Involve|415.33
P11303|Now|Including|370.69
P11304|View|Floor|344.28
P11305|Wonder|Certainly|265.56
P11306|Democratic|Call|324.78
P11307|Meeting|Community|214.59
P11308|Action|Yet|184.1
P11309|Yes|By|184.49
P11310|Institution|Decision|94.23
P11311|Place|Tax|111.03
P11312|Suffer|Travel|474.1
P11313|Positive|Tend|245.7
P11314|Available|Book|117.14
P11315|Thing|Cost|73.09
P11316|Throughout|Share|43.2
P11317|Service|Western|422.99
P11318|Only|Indicate|55.06
P11319|Idea|Child|386.58
P11320|Respond|Late|418.38
P11321|Summer|Everything|442.42
P11322|Operation|Argue|23.69
P11323|Road|Phone|171.7
P11324|Hard|Number|384.32
P11325|My|Boy|69.87
P11326|Black|Us|191.48
P11327|Plant|Staff|85.31
P11328|Growth|Right|416.52
P11329|Side|Arrive|386.69
P11330|Building|Sense|405.48
P11331|Rise|Inside|86.94
P11332|Table|Card|221.65
P11333|National|Kind|208.38
P11334|Trial|Sister|339.8
P11335|Even|Company|122.58
P11336|Beautiful|Structure|224.88
P11337|Follow|Social|146.04
P11338|Teach|Entire|375.53
P11339|Type|Movie|227.22
P11340|Lawyer|Offer|269.34
P11341|Place|Rich|158.19
P11342|Away|Protect|405.27
P11343|Buy|Produce|237.16
P11344|Collection|Cell|418.38
P11345|Public|White|187.08
P11346|Fly|Serve|473.83
P11347|Bank|President|492.3
P11348|Affect|Above|233.53
P11349|Policy|Magazine|144.48
P11350|Daughter|Product|194.03
P11351|Bar|Standard|266.09
P11352|Stage|Break|483.3
P11353|Way|Position|409.36
P11354|Phone|Him|401.62
P11355|Item|Record|73.51
P11356|Article|Price|128.75
P11357|Nature|Wide|322.38
P11358|Get|All|437.69
P11359|Resource|Smile|279.5
P11360|Adult|Full|55.78
P11361|Along|Somebody|423.72
P11362|Since|Message|426.33
P11363|Above|Firm|146.11
P11364|Partner|Explain|382.74
P11365|Management|Outside|140.03
P11366|Enjoy|Entire|453.13
P11367|During|Wife|77.94
P11368|Trip|Purpose|221.55
P11369|Into|Whether|473.47
P11370|Adult|Cover|114.91
P11371|Democratic|Collection|228.31
P11372|Morning|Agree|178.04
P11373|Off|Memory|18.2
P11374|Onto|Surface|31.36
P11375|If|Thought|253.49
P11376|Always|Financial|121.71
P11377|Manage|Night|497.29
P11378|Age|Eat|190.58
P11379|Hold|Town|18.95
P11380|Several|Whatever|465.76
P11381|Beautiful|To|420.39
P11382|Lose|Heart|326.73
P11383|Offer|Offer|396.73
P11384|Color|Entire|73.11
P11385|Black|Best|147.01
P11386|Suggest|Produce|415.73
P11387|Purpose|Including|349.56
P11388|Structure|Box|73.7
P11389|Happen|Station|354.24
P11390|Us|Collection|227.06
P11391|Hour|Could|7.6
P11392|Avoid|His|44.22
P11393|Near|Why|131.68
P11394|Claim|Set|418.31
P11395|Half|Federal|276.66
P11396|Out|Sure|364.98
P11397|Least|Minute|266.25
P11398|Itself|Their|60.04
P11399|Second|Operation|147.61
P11400|Quite|We|154.07
P11401|Shake|Above|28.64
P11402|Picture|Media|212.81
P11403|Development|Myself|397.98
P11404|Include|Thus|231.27
P11405|Good|Least|59.87
P11406|Anything|Along|453.05
P11407|Mission|Face|300.39
P11408|Challenge|Born|13.14
P11409|Action|Interest|260.11
P11410|Third|Range|124.76
P11411|Bill|Investment|76.07
P11412|Alone|Where|217.47
P11413|Of|Process|309.33
P11414|She|Official|124.08
P11415|Address|Nice|211.2
P11416|Since|True|333.86
P11417|Tax|To|47.38
P11418|Name|Recognize|487.45
P11419|Bit|Most|38.5
P11420|Picture|Compare|265.4
P11421|Can|Tell|256.13
P11422|Might|Enough|494.22
P11423|Seat|Foot|279.31
P11424|Claim|Decide|198.27
P11425|Some|Answer|237.72
P11426|Scientist|Exist|319.66
P11427|Animal|Policy|490.61
P11428|Image|Most|130.56
P11429|Four|Fact|13.04
P11430|History|Reach|395.32
P11431|Suddenly|Environmental|175.68
P11432|Color|Why|367.81
P11433|Street|Again|315.99
P11434|Night|Action|386.89
P11435|Bar|Issue|368.92
P11436|Listen|Father|169.6
P11437|Trial|Local|26.95
P11438|Hour|Ground|275.28
P11439|Bring|Writer|407.69
P11440|Respond|Economic|91.67
P11441|Whose|Woman|390.68
P11442|This|Allow|234.99
P11443|Short|Himself|349.22
P11444|Loss|Marriage|317.71
P11445|Serve|All|406.69
P11446|Affect|Modern|36.23
P11447|Window|Likely|389.21
P11448|They|Food|231.55
P11449|Describe|Approach|150.25
P11450|Want|With|26.68
P11451|Election|Report|103.74
P11452|Design|Of|25.74
P11453|Teach|Listen|467.02
P11454|Congress|Policy|260.11
P11455|Environment|Wear|494.62
P11456|White|Leg|273.8
P11457|Tough|Provide|130.39
P11458|Building|Consumer|377.88
P11459|Theory|Half|99.6
P11460|Share|Community|181.7
P11461|Go|Western|391.52
P11462|Social|Thing|433.57
P11463|Likely|Situation|169.3
P11464|Both|Part|66.62
P11465|Then|Type|187.17
P11466|Good|Difficult|445.3
P11467|Truth|All|372.94
P11468|Establish|Subject|447.85
P11469|Any|Class|196.39
P11470|Year|For|486.99
P11471|Research|Here|250.62
P11472|Finish|Maybe|251.27
P11473|Itself|Court|462.53
P11474|Onto|Talk|262.04
P11475|Ten|When|401.57
P11476|Land|Stop|364.91
P11477|Owner|Mrs|44.07
P11478|Always|Its|303.21
P11479|Little|Whatever|412.06
P11480|Thousand|You|275.01
P11481|Former|Process|164.0
P11482|War|Recognize|44.63
P11483|President|Man|332.16
P11484|City|Field|156.72
P11485|Energy|Election|303.3
P11486|Specific|Point|215.93
P11487|General|Card|346.43
P11488|Mission|Also|179.02
P11489|Hear|Else|25.97
P11490|Different|Both|435.67
P11491|Study|Young|179.52
P11492|By|Sing|499.08
P11493|Dark|Above|140.9
P11494|Budget|Suggest|490.11
P11495|No|Head|474.21
P11496|Staff|Work|42.15
P11497|Serious|Film|320.57
P11498|Class|Never|184.84
P11499|Follow|Feel|401.54
P11500|Eight|Though|341.31
P11501|Area|Style|476.63
P11502|Hold|Soldier|75.68
P11503|Sea|Security|305.75
P11504|Though|Sit|391.75
P11505|Drop|Rise|22.23
P11506|Four|Write|38.28
P11507|Dinner|It|390.37
P11508|Option|Also|186.33
P11509|Prevent|Weight|194.51
P11510|Marriage|Detail|285.79
P11511|Enter|Career|304.52
P11512|Paper|Age|341.14
P11513|Fly|Old|474.67
P11514|Down|Four|189.15
P11515|Care|Gas|382.73
P11516|Street|It|289.09
P11517|Pay|Send|267.08
P11518|Attention|Raise|202.03
P11519|Program|Worker|326.53
P11520|What|Whom|128.56
P11521|Part|Factor|61.16
P11522|She|Spend|369.16
P11523|State|Mind|252.03
P11524|Professional|Point|196.56
P11525|Over|Though|283.03
P11526|Great|Manage|134.58
P11527|Debate|Child|133.84
P11528|Wait|Notice|225.91
P11529|Speech|Lay|498.2
P11530|Down|Enjoy|146.36
P11531|Art|Option|458.66
P11532|Special|Run|248.14
P11533|Defense|Yet|65.71
P11534|Product|There|427.15
P11535|Around|Relate|228.76
P11536|Manage|Task|449.85
P11537|Join|Moment|225.33
P11538|Boy|Color|48.46
P11539|See|Guess|342.55
P11540|Their|Security|423.53
P11541|Relate|Challenge|163.2
P11542|Grow|Business|176.98
P11543|Main|Machine|37.14
P11544|Pretty|Society|273.37
P11545|Create|Attorney|446.21
P11546|Let|Rest|426.42
P11547|Knowledge|Your|357.35
P11548|Challenge|Beyond|464.03
P11549|Look|Certainly|320.66
P11550|Probably|Society|397.88
P11551|Part|Already|256.83
P11552|Describe|Meeting|65.07
P11553|Nature|In|104.49
P11554|Nice|Imagine|73.74
P11555|Military|Many|396.23
P11556|Change|Page|18.01
P11557|Sit|Less|279.24
P11558|Us|Pay|187.61
P11559|Break|Conference|402.81
P11560|Example|About|278.07
P11561|East|Close|307.91
P11562|Environment|Better|47.68
P11563|Size|Cold|158.1
P11564|Lot|Executive|499.8
P11565|Art|Particularly|360.84
P11566|Particular|Health|265.22
P11567|Other|Medical|385.74
P11568|Image|Play|412.55
P11569|What|Actually|41.51
P11570|Ever|Rule|486.33
P11571|Wait|Effect|322.96
P11572|Remain|Model|227.74
P11573|Pass|Attention|341.65
P11574|Card|Specific|175.53
P11575|Every|Billion|439.59
P11576|Off|Their|391.23
P11577|Pm|Beat|321.7
P11578|Situation|Protect|95.07
P11579|Particular|Time|483.3
P11580|Type|Hair|219.15
P11581|Affect|Main|455.8
P11582|Machine|Process|32.43
P11583|For|Air|66.46
P11584|Affect|Consumer|80.74
P11585|Real|Religious|86.51
P11586|Third|Well|164.72
P11587|Contain|Dark|356.12
P11588|Subject|Up|176.28
P11589|Fine|When|470.75
P11590|Against|Fire|447.99
P11591|Specific|Improve|423.74
P11592|May|Capital|129.05
P11593|Tough|Day|319.35
P11594|Option|Light|277.67
P11595|Throughout|Small|66.96
P11596|Campaign|Often|154.9
P11597|Floor|Affect|269.07
P11598|Dream|Western|253.77
P11599|Half|Job|88.47
P11600|Career|Pass|471.1
P11601|Fear|Grow|81.33
P11602|Series|Task|331.07
P11603|Computer|Continue|361.71
P11604|List|Into|304.54
P11605|Away|Enough|422.05
P11606|Realize|Strong|283.99
P11607|Stage|Discover|413.49
P11608|Interesting|Professor|19.04
P11609|Help|Morning|27.5
P11610|Bring|Plan|322.52
P11611|Fear|Garden|290.5
P11612|Keep|Ready|327.31
P11613|Perform|Walk|384.64
P11614|During|Already|211.21
P11615|Few|Pick|321.3
P11616|Member|Government|251.53
P11617|These|Sea|315.45
P11618|Just|Culture|148.39
P11619|Thing|Make|478.54
P11620|Argue|Shake|244.06
P11621|Ago|Down|403.32
P11622|Set|News|344.07
P11623|Thousand|Base|152.23
P11624|Would|Left|41.12
P11625|Deal|Summer|34.66
P11626|Difference|Avoid|222.6
P11627|Including|Along|244.7
P11628|Five|Statement|105.99
P11629|Determine|Strategy|305.3
P11630|Discussion|Return|159.73
P11631|Way|However|360.59
P11632|Realize|Save|368.43
P11633|Present|Hit|431.08
P11634|Run|Recognize|487.81
P11635|Seek|Wait|69.73
P11636|Piece|Safe|188.42
P11637|Indeed|Result|283.02
P11638|Maybe|Matter|162.96
P11639|Face|Card|235.9
P11640|Mean|Way|137.4
P11641|Scientist|Turn|127.72
P11642|Window|Court|52.92
P11643|Sound|Especially|148.65
P11644|Whatever|Necessary|195.15
P11645|Maybe|International|309.61
P11646|Laugh|Bag|127.89
P11647|Military|Season|433.33
P11648|Cold|Before|84.05
P11649|Do|Action|167.08
P11650|Safe|Financial|290.96
P11651|Buy|Film|159.79
P11652|Character|Free|382.75
P11653|Sing|Administration|251.64
P11654|Against|Trade|259.79
P11655|The|Provide|251.89
P11656|Product|Cut|157.73
P11657|Ball|Again|16.47
P11658|Use|Question|472.89
P11659|Analysis|Our|255.2
P11660|Total|Left|483.51
P11661|South|Maintain|111.5
P11662|Marriage|Ready|179.68
P11663|Newspaper|Civil|30.02
P11664|Present|Production|249.97
P11665|Technology|Suggest|441.76
P11666|Development|Manage|328.86
P11667|Cost|But|237.94
P11668|Church|Politics|270.66
P11669|Much|Operation|424.35
P11670|Meeting|Again|218.31
P11671|Forward|As|441.82
P11672|Point|What|365.12
P11673|Hour|Off|383.11
P11674|Event|Just|186.14
P11675|Attention|Medical|203.29
P11676|Certainly|Daughter|287.29
P11677|Operation|Since|101.35
P11678|Audience|Poor|278.85
P11679|Along|Never|41.4
P11680|Where|Center|254.61
P11681|Happen|Commercial|383.38
P11682|Least|Individual|143.46
P11683|Response|Daughter|494.6
P11684|Short|South|341.8
P11685|Citizen|Recently|63.81
P11686|Successful|Down|487.67
P11687|Statement|Claim|199.98
P11688|Discover|Buy|398.47
P11689|Road|Spring|172.85
P11690|Force|Republican|469.78
P11691|Bar|Hotel|378.71
P11692|Site|Deal|103.53
P11693|Answer|Simple|257.02
P11694|Finally|Sometimes|252.54
P11695|Whom|Participant|27.43
P11696|Suffer|Join|72.83
P11697|Often|Similar|169.86
P11698|His|Long|239.5
P11699|Bed|I|231.21
P11700|Great|Worry|305.1
P11701|Car|Sense|260.18
P11702|Action|Class|167.34
P11703|Father|Rich|308.47
P11704|Large|Surface|85.44
P11705|Happy|Hospital|495.35
P11706|Local|Forward|370.96
P11707|Individual|Medical|153.12
P11708|Trade|Experience|171.5
P11709|Another|Individual|415.0
P11710|Product|State|268.51
P11711|Play|Finally|355.83
P11712|Kitchen|Move|153.4
P11713|Long|Understand|408.8
P11714|Notice|Board|187.34
P11715|Charge|Listen|338.53
P11716|Role|Certainly|490.05
P11717|Away|Ok|293.93
P11718|Best|Drive|399.39
P11719|Name|Care|364.04
P11720|Year|Five|345.58
P11721|Evening|Such|18.19
P11722|Cut|Member|239.92
P11723|Mention|Clearly|483.7
P11724|Sense|Task|392.54
P11725|Key|Issue|389.2
P11726|Station|Trade|290.93
P11727|Floor|Force|362.09
P11728|Try|Resource|293.84
P11729|News|Lose|89.4
P11730|Occur|Prepare|316.37
P11731|Than|Guy|311.77
P11732|International|Particularly|421.38
P11733|Usually|Possible|78.15
P11734|Ten|Certainly|341.96
P11735|Full|Recent|20.63
P11736|Become|Thus|474.36
P11737|Huge|Opportunity|59.4
P11738|War|Current|14.37
P11739|Begin|Race|160.28
P11740|Network|Good|79.96
P11741|Meeting|Main|346.8
P11742|Concern|Avoid|208.14
P11743|Serious|Sell|388.61
P11744|What|Stock|460.66
P11745|Image|Week|437.04
P11746|Beyond|Church|369.24
P11747|Pattern|Attack|35.83
P11748|Throughout|Bill|73.35
P11749|Idea|Young|107.63
P11750|Performance|Once|165.9
P11751|Experience|Bank|332.8
P11752|Security|Religious|265.11
P11753|Whether|Whatever|160.31
P11754|Lead|Cultural|90.73
P11755|Act|Week|456.5
P11756|Reach|Picture|174.45
P11757|Recognize|Sport|180.37
P11758|Vote|Parent|387.13
P11759|Need|Officer|361.86
P11760|Old|Month|323.44
P11761|Water|Forward|348.19
P11762|Despite|Later|306.99
P11763|Add|Baby|100.17
P11764|Herself|Reveal|127.03
P11765|Daughter|Act|281.25
P11766|This|Ago|116.31
P11767|Finally|Article|486.59
P11768|Hand|Full|152.32
P11769|Energy|Stay|148.06
P11770|Turn|Apply|107.6
P11771|Eye|Generation|353.97
P11772|Guess|Everything|161.94
P11773|Truth|Task|177.66
P11774|Computer|Music|467.18
P11775|Bed|Night|398.73
P11776|Until|In|140.36
P11777|Create|Bill|65.33
P11778|Your|Future|339.93
P11779|Sometimes|Consider|192.95
P11780|Product|Wall|490.18
P11781|Adult|Big|410.1
P11782|He|Unit|477.53
P11783|Spring|Child|403.28
P11784|May|Send|148.77
P11785|Former|Leave|147.38
P11786|Sign|Tax|358.5
P11787|Middle|Military|176.45
P11788|Theory|Rest|223.98
P11789|Meet|Choice|131.94
P11790|Keep|Not|242.14
P11791|Everybody|Let|105.02
P11792|Close|Sign|271.6
P11793|Least|For|466.85
P11794|Next|Major|349.6
P11795|Cultural|Agreement|72.95
P11796|Turn|On|309.76
P11797|Color|Able|295.48
P11798|Those|Interest|125.02
P11799|Win|Cover|336.57
P11800|Father|Beat|267.87
P11801|Test|Thing|320.78
P11802|Enjoy|Country|30.98
P11803|Common|Try|209.58
P11804|Music|Third|360.09
P11805|What|Design|54.77
P11806|Decision|Yard|386.53
P11807|Choice|Present|7.56
P11808|Administration|Visit|277.42
P11809|Likely|Other|464.9
P11810|Success|Figure|206.42
P11811|Over|Stuff|467.84
P11812|Lose|Space|439.81
P11813|Environmental|How|241.34
P11814|Tell|Heavy|103.73
P11815|Event|Develop|482.14
P11816|Year|Poor|163.98
P11817|Economy|Magazine|324.72
P11818|Would|Father|454.43
P11819|Organization|Blood|49.28
P11820|Police|Describe|289.2
P11821|Beat|Join|269.9
P11822|Indicate|Each|362.94
P11823|Firm|Prevent|468.65
P11824|Very|Sell|457.05
P11825|Meet|Suffer|91.66
P11826|Personal|Expert|441.71
P11827|Talk|Animal|92.02
P11828|His|Car|460.22
P11829|Her|These|498.6
P11830|Sound|Seek|201.51
P11831|Able|Yard|250.22
P11832|Side|From|468.62
P11833|Bad|Window|481.26
P11834|Fill|Pay|463.39
P11835|Son|World|438.99
P11836|Staff|Growth|9.59
P11837|Senior|Heart|286.14
P11838|Pull|Team|58.11
P11839|Section|Common|491.58
P11840|Exactly|Man|145.86
P11841|Executive|Lay|494.6
P11842|Player|Husband|273.93
P11843|Mother|Campaign|249.49
P11844|Room|Blood|469.59
P11845|Cover|Of|426.27
P11846|About|Certainly|236.67
